symbol,date,open,high,low,close,volume,return_5,return_10,return_20,return_60,vol_5,vol_10,vol_20,volume_ma_5,volume_ratio_5,volume_ma_10,volume_ratio_10,volume_ma_20,volume_ratio_20,rsi_14,macd,macd_signal,macd_hist,ma_5,ma_ratio_5,ma_10,ma_ratio_10,ma_20,ma_ratio_20,ma_60,ma_ratio_60,ma_200,ma_ratio_200,bb_middle,bb_upper,bb_lower,bb_width,bb_position
BTC,2020-01-27,8614.39,9000.0,8535.0,8907.57,53973.542996,0.025938800049756017,-0.0006406171465499488,0.09358671525104101,,0.02856416364627517,0.02158151722620218,0.02911381284356912,40095.7320436,1.3461169118276552,41392.2180565,1.3039538717719017,56269.831958899995,0.9591914728912425,66.55989963067746,266.2184886256473,301.0400187982835,-34.82153017263619,8541.333999999999,1.042878079700431,8638.507,1.031146933144813,8501.7935,1.047728341084737,,,,,8501.7935,9181.567599420649,7822.01940057935,0.1599131052572964,0.7984642253550344
BTC,2020-01-28,8907.57,9400.0,8862.4,9374.21,74584.853765,0.11537720179141675,0.051396596664857075,0.1636337230231455,,0.025681609408100686,0.02718206543652463,0.030702684541829728,45379.5138772,1.643579831349265,45021.2287785,1.6566596645318172,54367.94251514999,1.371853528284916,62.975603473653216,310.8027381373413,302.99256266609507,7.810175471246225,8735.272,1.0731446027095664,8684.332,1.0794393857811975,8567.705,1.0941331430062076,,,,,8567.705,9317.500099126208,7817.909900873792,0.17502822497418102,1.0378169322124668
BTC,2020-01-29,9375.34,9449.24,9216.0,9301.53,53864.065122,0.10220760753643798,0.06893250744107471,0.1897947749739055,,0.028209098956129473,0.025672344443953655,0.029666009896162273,47814.8209958,1.1265139971292868,43339.946364799995,1.24282722153407,53849.169779749995,1.0002766122915345,60.739209791711446,336.39367165063595,309.67278446300327,26.720887187632684,8907.778,1.0442031671646959,8744.315,1.0637231161045777,8641.8935,1.076330089001907,,,,,8641.8935,9372.634758500388,7911.1522414996125,0.1691160064632566,0.9513475134507207
BTC,2020-01-30,9301.57,9578.0,9204.44,9513.21,60626.744259,0.14059334003150847,0.10076657390640253,0.1605693288536565,,0.02209890225437255,0.02560934769555887,0.028398604872878902,54835.9382612,1.1056023874382646,45512.9568161,1.3320765887386505,52760.168120300004,1.1491006647432052,66.907965416688,369.49615606531734,321.6374587834661,47.85869728185122,9142.304,1.0405702982530443,8831.401,1.0772028130078115,8707.703,1.0925051072596297,,,,,8707.703,9503.888702223578,7911.5172977764205,0.18286928302988253,1.005853720903546
BTC,2020-01-31,9511.52,9530.22,9210.01,9352.89,45552.022352,0.08565177016831105,0.07061102125336083,0.1661943064908895,,0.028860414259880455,0.026962576560309665,0.028158645103858047,57720.245698800005,0.7891862170806216,46418.6902854,0.9813293324720842,52297.26760455,0.8710210769794952,59.504300187227855,378.43130874274175,332.99622877532124,45.435079967420506,9289.882000000001,1.0067824327585644,8893.087,1.0517034186216776,8774.347,1.0659357328813186,,,,,8774.347,9551.060263088013,7997.6337369119865,0.17704183868908155,0.8724302310094852
BTC,2020-02-01,9351.71,9464.53,9281.0,9384.61,28578.067354,0.05355444863189418,0.08088238681648763,0.1465648052896893,,0.027550917870129844,0.026605692666532003,0.028019379677905076,52641.1505704,0.5428845502869647,46368.441307,0.6163258144647988,51819.59625545,0.5514915093726608,60.006490927647555,383.6495473504947,343.12689249035594,40.52265486013874,9385.289999999999,0.9999275461919666,8963.312,1.0470024919360166,8834.3285,1.0622890013655255,,,,,8834.3285,9604.661094424393,8063.995905575606,0.17439527960147586,0.8571713724583998
BTC,2020-02-02,9384.41,9477.03,9120.0,9331.51,45690.91254,-0.004555050505589131,0.11029660230447424,0.1505695198968231,,0.015017912438117583,0.023288975592599664,0.027923652851620934,46862.3623254,0.9750023317803367,46120.938101299995,0.990676131514162,52546.15409830001,0.8695386622306237,64.44140752188648,379.1299388824882,350.3275017687824,28.80243711370582,9376.75,0.9951753006105527,9056.011,1.0304216724118378,8895.386999999999,1.0490279961962308,,,,,8895.386999999999,9616.084869541797,8174.6891304582,0.16203856437989678,0.8025699245352824
BTC,2020-02-03,9331.59,9618.79,9234.0,9292.24,50892.133451,-0.0009987604189849453,0.10110676620452663,0.054736600753007014,,0.014689027370102517,0.023697555283823443,0.020925409531485365,46267.9759912,1.0999429380848538,47041.398493500004,1.08185842855059,49070.80443375,1.0371163472510208,65.040338071456,368.1357164202891,353.8891446990838,14.246571721205328,9374.892,0.991183685102719,9141.335,1.0165079826961818,8919.4985,1.0417895131660149,,,,,8919.4985,9660.15987213978,8178.83712786022,0.16607690940018216,0.7516274737827522
BTC,2020-02-04,9291.35,9350.0,9093.01,9197.02,53308.175266,-0.033236941053545355,0.10268350642281487,0.042579360895820484,,0.007496394825322624,0.023558112702026485,0.021129409175611614,44804.2621926,1.1898014308737914,49820.1002269,1.0700134087088133,47495.39831675,1.1223861080284916,60.661045406400476,347.73083310750917,352.6574823807689,-4.926649273259727,9311.653999999999,0.9876891903414798,9226.979,0.9967531084659454,8938.278999999999,1.028947518868006,,,,,8938.278999999999,9687.467221642866,8189.090778357131,0.16763589985116098,0.6726809048283074
BTC,2020-02-05,9197.02,9744.45,9177.22,9612.04,64870.415615,0.02770801324510397,0.11573302379570527,0.10229690103566402,,0.02258979352467308,0.0251386561391969,0.022903000346071452,48667.9408452,1.3329188473647537,53194.09327199999,1.2195041145507433,48139.3653833,1.3475544411207414,68.42132378000937,360.8883651774686,354.30365894010885,6.58470623735974,9363.484,1.026545247474124,9326.683,1.0305957648608834,8982.880500000001,1.0700398385573535,,,,,8982.880500000001,9781.908970883947,8183.852029116054,0.17790027839821462,0.8937028046722638
BTC,2020-02-06,9612.03,9862.57,9526.35,9772.0,64949.706588,0.041279285979918034,0.09704442401238511,0.0963416385438356,,0.023027075543026184,0.023972831153892628,0.02271935412277336,55942.268692,1.1610130962973997,54291.70963119999,1.1963098423166092,47841.96384385,1.3575886391283492,78.42402826855127,379.8446268826792,359.41185252862294,20.432774354056278,9440.962,1.0350640114852703,9413.126,1.038124848217266,9025.8165,1.0826721327649413,,,,,9025.8165,9898.032819843325,8153.600180156676,0.19327144970060592,0.9277513978034918
BTC,2020-02-07,9772.0,9885.0,9730.0,9813.73,43966.114632,0.051676523949500064,0.046886084267367734,0.10069246609450921,,0.021920693547458625,0.018661991783793158,0.022694830694875257,55597.3091104,0.7907957297842626,51229.8357179,0.8582130708773282,48125.532248200005,0.9135714989135403,78.48886125790077,393.6965740661599,366.2687968361304,27.427777230029506,9537.406,1.0289726577645955,9457.078,1.0377127057638733,9070.704999999998,1.0819148015507065,,,,,9070.704999999998,10009.018818012746,8132.39118198725,0.20688884006540798,0.8959362985688796
BTC,2020-02-08,9813.87,9940.0,9667.11,9895.05,43600.843666,0.0648724096665605,0.0638088572525164,0.13713986922095667,,0.020518271871649015,0.01815055611227828,0.021641328547828798,54139.0511534,0.8053492393588396,50203.5135723,0.8684819161752246,46771.72996855,0.932205066935045,82.44359568384368,406.5497341208393,374.3249842930722,32.224749827767084,9657.967999999999,1.0245478137844317,9516.43,1.0397859281264086,9130.372500000001,1.0837509641583625,,,,,9130.372500000001,10120.240293189936,8140.504706810067,0.2168296623582301,0.8862523385753155
BTC,2020-02-09,9895.04,10166.0,9880.75,10151.75,43408.475616,0.10380862496765242,0.06712140276520762,0.1746515704640519,,0.01629797610350989,0.018495089159105613,0.021806107828464216,52159.1112234,0.8322318881178669,48481.686708,0.8953581973631527,46997.32176205,0.9236372199203069,82.31276782748026,432.4643212392257,385.95285168230293,46.51146955692275,9848.914,1.0307481616754903,9580.284000000001,1.059650214962312,9205.8425,1.102750780278937,,,,,9205.8425,10266.662768220962,8145.022231779039,0.23046674288007016,0.9458377768301527
BTC,2020-02-10,10151.72,10188.0,9756.0,9851.83,59573.084619,0.024946837507958675,0.05334607805715663,0.1277239203619951,,0.021086918949999915,0.02060370836591124,0.02337238519924184,51099.6450242,1.165821887623429,49883.792934699995,1.1942372685449902,48151.24161005,1.2372076529500347,69.79348336463647,423.91416218680206,393.5451137832028,30.369048403599265,9896.872,0.9954488650555449,9630.178,1.0230163969970234,9261.6325,1.0637249966461098,,,,,9261.6325,10335.698937225208,8187.56606277479,0.23193890218062724,0.7747490655814286
BTC,2020-02-11,9851.74,10323.59,9700.0,10223.08,62422.395224,0.046160458452721986,0.08934521519807426,0.17745405627041477,,0.025581886637794864,0.022952128622099787,0.024186185528420646,50594.1827514,1.233786017074714,53268.2257217,1.171850467671403,49818.33351434999,1.2530004683119207,68.53516981165038,441.9997736165369,403.2360457498696,38.763727866667296,9987.088,1.0236297106824332,9714.025,1.0524041270225268,9338.6685,1.094704239688988,,,,,9338.6685,10457.862066820122,8219.474933179878,0.2396901799908889,0.8951110541641201
BTC,2020-02-12,10223.08,10450.0,10223.08,10326.46,61008.06393,0.052246189776975704,0.10662261520375571,0.22867932969402172,,0.025426091674329878,0.022380776869251835,0.022230960745994816,54002.572611,1.1297251404940107,54799.9408607,1.1132870395805878,50460.439481,1.209027597807021,72.08339258550626,459.37921535075475,414.4646796700467,44.91453568070807,10089.634,1.023472209200056,9813.52,1.05226870684525,9434.7655,1.0945115700013954,,,,,9434.7655,10546.25843619886,8323.27256380114,0.23561644138348956,0.901124681479966
BTC,2020-02-13,10325.33,10500.0,10080.0,10229.63,79344.358759,0.03381286602897404,0.1008787977925667,0.21218509302050004,,0.026988888828034616,0.022811322406568163,0.02263832548888339,61151.2756296,1.297509462265309,57645.1633915,1.3764269904159838,52343.2809425,1.515846109191381,66.23990134830035,460.0361658222846,423.5789769004943,36.457188921790305,10156.55,1.0071953566910024,9907.259,1.0325388687224184,9524.297,1.0740561744347115,,,,,9524.297,10585.395879446241,8463.19812055376,0.22281935967478564,0.8323596950588116
BTC,2020-02-14,10227.78,10381.56,10111.37,10344.36,47038.480173,0.018973083458517115,0.12475127813139464,0.24024468322346904,,0.02514015833055254,0.02168823595172342,0.022061682863663726,61877.276541,0.7601898920330182,57018.19388220001,0.8249731703214211,53419.147054550005,0.8805546843525177,72.9491007568919,464.4605439316347,431.7552903067224,32.7052536249123,10195.072,1.0146431530841569,10021.992999999999,1.0321659574098687,9624.486,1.0747960982020235,,,,,9624.486,10588.985556659178,8659.986443340824,0.20042619557224706,0.8731852415222935
BTC,2020-02-15,10344.36,10375.0,9801.0,9904.72,57657.202947,0.005368545742262976,0.030449311488508046,0.14970632617527557,,0.02971581509577059,0.024369470119840184,0.024445195133377454,61494.1002066,0.9376054410633006,56296.8726154,1.0241635151013322,54745.4829437,1.0531864885783253,60.126476303216,427.5629422346101,430.91682069229995,-3.3538784576898593,10205.65,0.9705133920916355,10051.260999999999,0.9854206352814836,9688.972,1.0222673777981812,,,,,9688.972,10534.397131537824,8843.546868462176,0.17451286504653418,0.6275973424208214
BTC,2020-02-16,9904.46,10050.0,9638.12,9917.27,60023.999537,-0.029913685503781595,0.014865943512075264,0.11335302444999029,,0.022092847982906345,0.023913055493116217,0.02364735916769907,61014.4210692,0.9837674189995722,55804.3019103,1.0756159916395471,55048.005770749995,1.090393715386762,61.58764322339684,394.7831922755795,423.6900950089559,-28.9069027333764,10144.488,0.9776018267260015,10065.787999999999,0.9852452684280656,9739.457,1.0182569726423147,,,,,9739.457,10505.250505026655,8973.663494973345,0.15725589322416128,0.616097223881398
BTC,2020-02-17,9910.7,9964.16,9452.67,9706.0,70261.011901,-0.06008448200060812,-0.010977477472887465,0.03539391586064333,,0.0208481659122149,0.024956565891848168,0.021636882837604992,62865.0106634,1.1176489299779275,58433.7916372,1.202403779258962,54831.81367755,1.2813913527315481,57.66358463726885,347.74865094271445,408.5018061957076,-60.75315525299317,10020.395999999999,0.9686243936866369,10055.015,0.9652894600356141,9756.0465,0.9948702069019454,,,,,9756.0465,10502.659668106808,9009.433331893193,0.15305650052135508,0.4664843173561326
BTC,2020-02-18,9706.0,10250.0,9576.01,10164.71,70604.124019,-0.00634627058847681,0.027252009843305558,0.09279978670175759,,0.03397705733871039,0.029216649498734433,0.02373219617411278,61116.9637154,1.1552295750125665,61134.11967249999,1.1549053850326385,55668.8166224,1.2682885734379044,65.7963898256943,343.5275299446821,395.5069509455025,-51.97942100082042,10007.412,1.0157181497074368,10081.981,1.008205629429375,9799.2055,1.037299401466782,,,,,9799.2055,10534.906373152124,9063.504626847876,0.15015520863443954,0.7484056451054547
BTC,2020-02-19,10164.78,10250.0,9350.0,9593.79,55162.586895,-0.07255837963875966,-0.05496195237274348,0.008470327050491111,,0.04070985537815771,0.033325201599891344,0.026921379990361666,62741.7850598,0.8792001509428499,62309.530800399996,0.885299346446786,55395.6087542,0.9957934958304374,49.71651894585434,290.76206443403316,374.5579736432087,-83.79590920917553,9857.297999999999,0.9732677250905879,10026.185,0.9568734269315798,9803.2345,0.9786351637309094,,,,,9803.2345,10533.200955594803,9073.268044405198,0.1489235936557066,0.35653827076934863
BTC,2020-02-20,9594.65,9699.0,9400.0,9596.42,60152.342914,-0.03112657399704377,-0.025925132691083763,0.026037941213892246,,0.03768090179669972,0.032214042603383036,0.02660192941336126,63240.8130532,0.9511633391461636,62367.45662989999,0.9644828595617602,56125.624782299994,1.0717447359796677,47.132526342607406,246.31787277259536,348.9099534690861,-102.59208069649071,9795.638,0.9796625804261039,10000.643999999998,0.9595802030349248,9815.411,0.9776890646759469,,,,,9815.411,10521.48078939088,9109.34121060912,0.14386963304763908,0.3449225534851721
BTC,2020-02-21,9597.21,9755.51,9550.21,9677.05,42181.554524,-0.024222391847756652,-0.05341149633965503,0.031161657223901518,,0.038144558555130374,0.029398431090752318,0.02664302104888259,59672.3240506,0.7068864032885923,60343.3725599,0.6990254726337739,56805.7991408,0.7425571889138984,47.795825162555474,215.1219063965691,322.15234405458267,-107.03043765801357,9747.594000000001,0.9927629320630299,9946.041000000001,0.9729549677102677,9830.033,0.9844371834763932,,,,,9830.033,10510.174983260582,9149.891016739417,0.13838040691431708,0.3875359823645912
BTC,2020-02-22,9677.05,9709.17,9560.02,9650.86,24636.757623,-0.005681022048217521,-0.06542416278182439,0.034222757088616884,,0.03696125987361707,0.028938174616075243,0.026607253043789855,50547.473195,0.4873984012604807,56706.2419292,0.434462887767452,55753.091394949995,0.44189043166190334,45.99077281757435,186.13985973276976,294.9498471902201,-108.80998745745035,9736.566,0.9911975125521667,9878.481,0.9769578946398744,9846.0005,0.9801807342991705,,,,,9846.0005,10490.947804072573,9201.053195927427,0.1310069614708172,0.3487159347998134
BTC,2020-02-23,9650.85,9990.0,9645.0,9936.4,37702.089843,-0.022461044141938058,-0.028664770866590472,0.06932235930195518,,0.031714147338608785,0.03103456558064053,0.02725601740074044,43967.066359799996,0.8575075156133639,52542.015037599995,0.7175607904649207,55093.589214550004,0.6843280748360288,46.49745136117155,184.0899957114707,272.77787689447024,-88.68788118299955,9690.904,1.0253326211878684,9849.158,1.0088578130232047,9878.208499999999,1.0058908961073256,,,,,9878.208499999999,10468.760452677772,9287.656547322225,0.11956661021637142,0.5492687389620335
BTC,2020-02-24,9936.4,9990.0,9473.56,9656.13,55796.59612,0.006497953363581832,-0.06653190724220748,0.04991943042420255,,0.02084574495201067,0.031602023093059976,0.028025069147520378,44093.868204800005,1.265404882620982,53417.8266323,1.0445313790857533,55218.01025725,1.0104782091939655,46.796571660544615,158.02836440462306,249.82797439650082,-91.79960999187776,9703.372,0.9951313831933888,9780.335000000001,0.9873005372515357,9901.164,0.97525200067386,,,,,9901.164,10410.308200415555,9392.019799584446,0.10284532210870442,0.25936679647925953
BTC,2020-02-25,9655.52,9675.0,9250.0,9315.84,54379.344552,-0.02923798666586075,-0.059454482307425116,-0.030815518870083825,,0.02660910857459329,0.03075278753589187,0.027393361542434307,42939.268532400005,1.266424566849988,53090.0407928,1.0242852282640336,54693.4567041,0.9942568604906545,34.997254909742736,108.66317333054576,221.59501418330981,-112.93184085276405,9647.256,0.9656466045889112,9721.447,0.9582770959919855,9886.354,0.9422927805336528,,,,,9886.354,10445.668788587414,9327.039211412584,0.11314884912828634,-0.010011545949704378
BTC,2020-02-26,9316.48,9377.44,8633.63,8785.25,92130.345482,-0.0921561839610211,-0.11414633260967988,-0.10097728203029066,,0.033222345374963554,0.03456582455723341,0.029714714529220535,52929.026723999996,1.7406393274982452,56300.675387300005,1.6363985839996202,56052.488648800005,1.6436441575189966,27.668736724054483,26.422147009481705,182.5604407485442,-156.1382937390625,9468.895999999999,0.9278008756247825,9608.244999999999,0.9143449193895452,9837.0165,0.8930807425198484,,,,,9837.0165,10582.052890330562,9091.980109669437,0.1514760883710142,-0.2058490790854829
BTC,2020-02-27,8786.0,8971.77,8531.0,8823.21,72483.578762,-0.08575919658973408,-0.09095301875128792,-0.10093206150974199,,0.03420251745296922,0.03470829035351518,0.02971553581717815,62498.39095180001,1.1597671181311016,56522.93207340001,1.2823747124065272,57478.361855300005,1.2610585344181375,29.26808415292811,-35.284664461547436,138.99141970652587,-174.2760841680733,9303.366,0.9483890024320228,9519.966,0.9268110831488262,9787.4905,0.9014782696340803,,,,,9787.4905,10659.85343433347,8915.12756566653,0.1782607981756857,-0.052683098999821605
BTC,2020-02-28,8823.25,8900.0,8445.0,8692.91,71155.208977,-0.12514492170202485,-0.14479508023347443,-0.12148902734195377,,0.02287950593411364,0.028542984933213514,0.02962482757297081,69189.0147786,1.0284177221585202,56578.040569200006,1.2576471058585144,58856.080120850005,1.2089695547324257,25.76735368262264,-93.62265448059588,92.46860486910153,-186.0912593496974,9054.668,0.9600473479535638,9372.785999999998,0.9274627629394293,9727.3835,0.8936534680677491,,,,,9727.3835,10725.182295207129,8729.584704792871,0.2051525562258605,-0.018377805710447854
BTC,2020-02-29,8690.8,8790.0,8523.55,8523.61,36748.183035,-0.11728508211881972,-0.11154924174908976,-0.16038023000960422,,0.023017977277826306,0.02479634015581735,0.02877309551372182,65379.3321616,0.5620764516861146,54736.6001832,0.6713640034639733,58523.0654918,0.6279264889182711,27.987823342842987,-151.76754518520102,43.62137485824102,-195.38892004344203,8828.164,0.9655020001893938,9265.768,0.9199032395371868,9645.9765,0.8836440768853211,8984.580833333333,0.9486931174771,,,9645.9765,10757.216043994837,8534.736956005165,0.23040477944246202,-0.005006551497062223
