Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,MA50,MA200,RSI,MACD,MACD_signal,MACD_hist,BB_middle,BB_upper,BB_lower,Price_vs_MA200,Volatility
2025-07-04 00:00:00+00:00,109635.65625,109751.984375,107296.3828125,108034.3359375,42616442656,0.0,0.0,106059.6640625,,,62.583164244493304,671.0421369754476,322.74208214368633,348.3000548317613,106059.6640625,110428.66097292048,101690.66715207952,,30.375011663580963
2025-07-05 00:00:00+00:00,108015.8359375,108381.34375,107842.2734375,108231.1796875,30615537520,0.0,0.0,106193.621875,,,66.66912278605906,695.21725169821,397.2371160545911,297.9801356436189,106193.621875,110660.28255421406,101726.96119578593,,30.374623744965735
2025-07-06 00:00:00+00:00,108231.1875,109731.625,107847.015625,109232.0703125,36746020463,0.0,0.0,106315.3875,,,73.35766148719563,786.0782917038014,475.0053511844332,311.07294051936816,106315.3875,110979.6837420585,101651.09125794149,,30.226003253270882
2025-07-07 00:00:00+00:00,109235.328125,109710.25,107527.0546875,108299.8515625,45415696597,0.0,0.0,106500.32421875,,,59.728037327859525,773.942530549175,534.7927870573816,239.1497434917934,106500.32421875,111171.73165733863,101828.91678016137,,28.970028348549796
2025-07-08 00:00:00+00:00,108298.2265625,109198.96875,107499.5546875,108950.2734375,44282204127,0.0,0.0,106703.671484375,,,60.24676414203049,807.5001033704903,589.3342503200033,218.16585305048693,106703.671484375,111432.42558802392,101974.91738072607,,29.023117318967696
2025-07-09 00:00:00+00:00,108950.2734375,111925.375,108357.6796875,111326.5546875,57927418065,0.0,0.0,107035.784765625,,,63.014534612398364,1014.150266083816,674.2974534727658,339.8528126110501,107035.784765625,112089.23501237915,101982.33451887083,,30.154749695494758
2025-07-10 00:00:00+00:00,111329.1953125,116608.78125,110660.75,115987.203125,95911605728,0.0,0.0,107669.66484375,,,73.15439281042399,1536.288015177357,846.6955658136841,689.5924493636729,107669.66484375,113817.14746837688,101522.18221912312,,33.41049158810003
2025-07-11 00:00:00+00:00,115986.234375,118856.4765625,115245.6875,117516.9921875,86928361085,0.0,0.0,108432.644140625,,,74.95485208308563,2049.8971966303798,1087.3358919770233,962.5613046533565,108432.644140625,115474.53969920974,101390.74858204025,,32.72757422630592
2025-07-12 00:00:00+00:00,117530.7109375,118219.8984375,116977.0234375,117435.2265625,45524560304,0.0,0.0,109255.0484375,,,74.37033342236853,2422.4142866960756,1354.3515709208339,1068.0627157752417,109255.0484375,116475.31790523235,102034.77896976763,,31.751563648656077
2025-07-13 00:00:00+00:00,117432.203125,119449.5703125,117265.4375,119116.1171875,49021091807,0.0,0.0,109931.965625,,,75.11788036258727,2820.7546859020076,1647.6321939170687,1173.122491984939,109931.965625,118167.73320215831,101696.19804784168,,27.081393488647937
2025-07-14 00:00:00+00:00,119115.7890625,123091.609375,118959.1953125,119849.703125,181746419401,0.0,0.0,110622.169140625,,,80.49926592870982,3159.2190656399616,1949.9495682616473,1209.2694973783143,110622.169140625,119751.79342018747,101492.54486106253,,27.070447571100242
2025-07-15 00:00:00+00:00,119853.8515625,119935.5625,115765.6875,117777.1875,98321661181,0.0,0.0,111142.965625,,,78.11769823695613,3223.0663324929046,2204.5729211078988,1018.4934113850059,111142.965625,120669.09426959741,101616.83698040259,,28.693547503250567
2025-07-16 00:00:00+00:00,117777.1875,120065.515625,117064.8203125,118738.5078125,72162029070,0.0,0.0,111731.891015625,,,75.62100550618129,3313.0455399133643,2426.267444868992,886.7780950443725,111731.891015625,121618.69509098298,101845.08694026704,,28.467063976581414
2025-07-17 00:00:00+00:00,118738.5078125,120999.609375,117508.21875,119289.84375,72363841798,0.0,0.0,112341.96171875,,,75.31717263718028,3389.7677796027565,2618.9675118157447,770.8002677870118,112341.96171875,122523.72499887591,102160.19843862408,,28.408797593705497
2025-07-18 00:00:00+00:00,119284.109375,120851.9140625,116925.984375,118003.2265625,77945799785,0.0,0.0,112875.737890625,,,76.6332461712118,3308.6118352898484,2756.8963765105655,551.7154587792829,112875.737890625,123069.99047097971,102681.48531027028,,29.23014308929679
2025-07-19 00:00:00+00:00,117998.125,118541.3984375,117388.4140625,117939.9765625,47564562765,0.0,0.0,113353.458203125,,,76.12485683869568,3202.2775560100563,2845.9726124104636,356.30494359959266,113353.458203125,123557.21196492003,103149.70444132997,,29.226219398603163
2025-07-20 00:00:00+00:00,117944.109375,118865.03125,116550.1328125,117300.7890625,57515447231,0.0,0.0,113861.730859375,,,72.142686238979,3031.484715480183,2883.0750330244077,148.40968245577506,113861.730859375,123769.7643993622,103953.69731938781,,28.69999657205185
2025-07-21 00:00:00+00:00,117306.46875,119671.5625,116584.3984375,117439.5390625,69820091744,0.0,0.0,114448.79375,,,76.22374330553481,2874.194202637911,2881.2988669471083,-7.104664309197233,114448.79375,123689.08659398944,105208.50090601055,,27.591268933993344
2025-07-22 00:00:00+00:00,117426.5,120269.96875,116233.2265625,119995.4140625,79217583118,0.0,0.0,115005.5984375,,,78.56726606726606,2922.0940093553654,2889.45789542876,32.6361139266055,115005.5984375,124169.50315150325,105841.69372349675,,26.393974599637676
2025-07-23 00:00:00+00:00,119997.4453125,120113.3515625,117391.390625,118754.9609375,66608604537,0.0,0.0,115460.94765625,,,70.41221320294743,2827.3686056798033,2877.0400374789688,-49.671431799165475,115460.94765625,124406.37529646963,106515.52001603038,,27.16067080376956
2025-07-24 00:00:00+00:00,118770.984375,119535.453125,117247.96875,118368.0,72627318560,0.0,0.0,115977.630859375,,,58.55030206716519,2690.0641421940527,2839.6448584219856,-149.58071622793295,115977.630859375,124288.12353557812,107667.13818317188,,26.054934112808414
2025-07-25 00:00:00+00:00,118368.0,118486.9765625,114759.8203125,117635.8828125,104857024569,0.0,0.0,116447.866015625,,,50.452929607512594,2493.430907785616,2770.402068294712,-276.9711605090961,116447.866015625,123936.45722898911,108959.27480226089,,26.44441678292917
2025-07-26 00:00:00+00:00,117644.84375,118335.6875,117181.2265625,117947.3671875,48508954046,0.0,0.0,116883.630859375,,,51.9175057741044,2335.806119770059,2683.4828785897816,-347.67675881972264,116883.630859375,123576.25395253001,110191.00776621999,,26.355668715272078
2025-07-27 00:00:00+00:00,117944.7265625,119815.59375,117859.6875,119448.4921875,54683390892,0.0,0.0,117441.062890625,110966.03359375,,51.26142559118948,2305.4399055724643,2607.8742839863185,-302.4343784138541,117441.062890625,122859.17783945867,112022.94794179134,,25.985789068716354
2025-07-28 00:00:00+00:00,119457.5234375,119819.7890625,117441.4375,117924.4765625,64822943193,0.0,0.0,117889.773046875,111208.65015625,,43.106962100025676,2133.801996664697,2513.059826521994,-379.2578298572971,117889.773046875,121547.61891133212,114231.92718241787,,27.060205801561832
2025-07-29 00:00:00+00:00,117938.5859375,119273.8671875,116987.3671875,117922.1484375,68463107433,0.0,0.0,118219.552734375,111361.21109375,,50.60934479753201,1974.8253002650017,2405.4129212705957,-430.587621005594,118219.552734375,120182.59778230317,116256.50768644683,,25.890965120733604
2025-07-30 00:00:00+00:00,117921.9921875,118780.7265625,115800.828125,117831.1875,68896148592,0.0,0.0,118311.751953125,111512.69015625,,45.884967448096596,1820.509633709502,2288.432263758377,-467.9226300488749,118311.751953125,119985.1834540243,116638.3204522257,,19.102996291979306
2025-07-31 00:00:00+00:00,117833.6328125,118919.984375,115505.21875,115758.203125,69370346018,0.0,0.0,118223.8125,111654.12171875,,35.9253553454694,1513.4942224912666,2133.444655504955,-619.9504330136883,118223.8125,120225.71019327972,116221.91480672028,,19.79278971399438
2025-08-01 00:00:00+00:00,115738.953125,116060.7734375,112724.4453125,113320.0859375,91294530181,0.0,0.0,118018.05546875,111801.94234375,,32.90526289373031,1061.2136064656806,1918.9984456971001,-857.7848392314195,118018.05546875,120977.9281750802,115058.18276241979,,21.61941377338878
2025-08-02 00:00:00+00:00,113320.390625,114021.6015625,112005.765625,112526.9140625,56870866000,0.0,0.0,117688.5953125,111930.66125,,31.24051022242631,631.4961240357661,1661.4979813648333,-1030.0018573290672,117688.5953125,121483.05207531368,113894.13854968631,,20.469429379943055
2025-08-03 00:00:00+00:00,112525.8046875,114747.421875,111943.8046875,114217.671875,48099615826,0.0,0.0,117406.99375,112105.5665625,,40.04103314701021,422.501612883716,1413.69870766861,-991.197094784894,117406.99375,121358.83459552706,113455.15290447293,,21.53647281262139
2025-08-04 00:00:00+00:00,114223.921875,115729.46875,114130.40625,115071.8828125,35783028986,0.0,0.0,117271.728515625,112295.96375,,42.689965381899015,322.08682436990784,1195.3763310088696,-873.2895066389617,117271.728515625,121353.28484495432,113190.17218629568,,20.821316322935722
2025-08-05 00:00:00+00:00,115072.1875,115117.4375,112701.109375,114141.4453125,61039182286,0.0,0.0,117041.875390625,112442.8575,,29.90967628460872,165.52082967253227,989.4052307416022,-823.8844010690699,117041.875390625,121290.00357470177,112793.74720654824,,20.58776222745769
2025-08-06 00:00:00+00:00,114140.9140625,115737.8359375,113372.25,115028.0,56379133510,0.0,0.0,116828.783203125,112651.39515625,,36.89095484650318,111.69119830368436,813.8624242540186,-702.1712259503342,116828.783203125,121029.42184658445,112628.14455966555,,20.820925850667752
2025-08-07 00:00:00+00:00,115030.0546875,117676.90625,114279.7109375,117496.8984375,64051649681,0.0,0.0,116803.466796875,112903.6665625,,47.32744433583872,265.1933146294614,704.1286023291073,-438.93528769964587,116803.466796875,120980.33860960529,112626.59498414471,,22.616196491834984
2025-08-08 00:00:00+00:00,117505.5,117689.203125,115917.4609375,116688.7265625,59713005166,0.0,0.0,116740.904296875,113143.7553125,,47.10760521659799,317.96680816527805,626.8962434963414,-308.92943533106336,116740.904296875,120883.44243851073,112598.36615523927,,22.798626660673552
2025-08-09 00:00:00+00:00,116678.2734375,117906.609375,116363.8359375,116500.359375,54004312429,0.0,0.0,116700.8828125,113407.57046875,,45.54769609613017,340.66356668290973,569.649708133655,-228.98614145074532,116700.8828125,120836.10538616324,112565.66023883676,,22.697514455212882
2025-08-10 00:00:00+00:00,116497.71875,119320.7109375,116485.1640625,119306.7578125,64755458694,0.0,0.0,116794.24375,113748.5575,,49.59632199540027,578.4359614852438,571.4069588039728,7.029002681270981,116794.24375,121081.21196841754,112507.27553158245,,24.97536020700527
2025-08-11 00:00:00+00:00,119306.8125,122321.09375,118159.03125,118731.4453125,90528784177,0.0,0.0,116731.0453125,114103.44359375,,52.42965223879333,712.2391373390856,599.5733945109954,112.66574282809017,116731.0453125,120853.4190813057,112608.6715436943,,23.223768567431783
2025-08-12 00:00:00+00:00,118717.6640625,120302.46875,118228.71875,120172.90625,72803657984,0.0,0.0,116801.942578125,114395.34625,,56.23623565553456,923.9423369415163,664.4471829970996,259.49515394441664,116801.942578125,121115.22634090541,112488.65881534459,,23.371840057584514
2025-08-13 00:00:00+00:00,120168.9765625,123682.453125,118939.6328125,123344.0625,90904808795,0.0,0.0,117050.745703125,114741.31484375,,63.047607213859706,1332.2471390580467,798.0071742092891,534.2399648487576,117050.745703125,122231.27030997095,111870.22109627904,,25.728620279052894
2025-08-14 00:00:00+00:00,123339.3984375,124457.1171875,117254.8828125,118359.578125,104055627395,0.0,0.0,117086.93046875,114961.28125,,55.411076443057716,1239.3390750290273,886.2735543732368,353.06552065579046,117086.93046875,122294.70173336608,111879.15920413392,,31.389704324422528
2025-08-15 00:00:00+00:00,118365.78125,119332.3125,116864.5703125,117398.3515625,68665353159,0.0,0.0,117059.4796875,115170.04828125,,59.03846513454383,1075.7452925273246,924.1679020040544,151.5773905232702,117059.4796875,122253.92506449949,111865.03431050052,,31.580456278559275
2025-08-16 00:00:00+00:00,117398.421875,117996.0625,117271.953125,117491.3515625,48036922378,0.0,0.0,116961.62265625,115378.10671875,,61.35484479667893,942.7331234159938,927.8809462864424,14.852177129551364,116961.62265625,122038.98958263507,111884.25572986492,,31.056223146561244
2025-08-17 00:00:00+00:00,117492.7890625,118595.7734375,117279.5234375,117453.0625,45852169525,0.0,0.0,116938.051953125,115580.61390625,,58.005234630521684,824.7235144436854,907.249459917891,-82.52594547420563,116938.051953125,122000.95469268762,111875.14921356238,,30.5793146269029
2025-08-18 00:00:00+00:00,117453.90625,117614.171875,114723.6796875,116252.3125,72787808090,0.0,0.0,116854.56015625,115737.94875,,52.87146181817629,627.0809602409572,851.2157599825043,-224.1347997415471,116854.56015625,121904.18859110361,111804.93172139638,,30.88472987228339
2025-08-19 00:00:00+00:00,116241.859375,116764.5,112730.3984375,112831.1796875,71657600353,0.0,0.0,116604.559765625,115851.865625,,47.157183605861576,192.17570384005376,719.4077487540143,-527.2320449139605,116604.559765625,121937.72975885744,111271.38977239256,,33.25295205233719
2025-08-20 00:00:00+00:00,112828.0234375,114625.796875,112387.9609375,114274.7421875,67993811526,0.0,0.0,116530.38671875,116023.39484375,,48.40426429859755,-35.59608626138652,568.4069817509342,-604.0030680123207,116530.38671875,121953.62197197102,111107.15146552898,,33.05255929716153
2025-08-21 00:00:00+00:00,114275.6875,114802.6484375,111986.234375,112419.03125,57817883700,0.0,0.0,116485.333984375,116094.5890625,,38.95588757542237,-361.67803550028475,382.3899783006904,-744.0680138009752,116485.333984375,122034.37184526934,110936.29612348066,,32.53638759216952
2025-08-22 00:00:00+00:00,112433.734375,117377.3984375,111678.9453125,116874.0859375,82528088240,0.0,0.0,116702.692578125,116239.11125,,50.34795019411063,-257.64468122307153,254.38304639593804,-512.0277276190095,116702.692578125,121930.11612082963,111475.26903542038,,36.53329007088128
2025-08-23 00:00:00+00:00,116866.3671875,116996.25,114536.109375,115374.328125,55377142586,0.0,0.0,116760.525390625,116385.91109375,,47.98543799238187,-292.8397456073144,144.93848799528757,-437.778233602602,116760.525390625,121896.99206051517,111624.05872073483,,36.573979733319
2025-08-24 00:00:00+00:00,115387.390625,115615.0859375,111060.546875,113458.4296875,73961489632,0.0,0.0,116679.852734375,116490.45609375,,39.192497264146304,-469.9122241635632,21.96834556351742,-491.8805697270806,116679.852734375,121976.18289418926,111383.52257456075,,37.15626502292001
2025-08-25 00:00:00+00:00,113456.8984375,113637.84375,109324.28125,110124.3515625,85706860190,0.0,0.0,116478.998046875,116508.30171875,,35.5661053686309,-869.2554441245593,-156.27641237409793,-712.9790317504613,116478.998046875,122443.22506757382,110514.77102617618,,39.05448999607994
2025-08-26 00:00:00+00:00,110124.1015625,112397.015625,108762.0390625,111802.65625,69396320317,0.0,0.0,116317.730859375,116578.3578125,,36.073910470979335,-1038.3432858988526,-332.6897870790489,-705.6534988198036,116317.730859375,122612.41790794714,110023.04381080288,,39.52612251353272
2025-08-27 00:00:00+00:00,111795.7109375,112619.4140625,110398.265625,111222.0625,62137056409,0.0,0.0,116003.9890625,116623.79359375,,27.92937701060221,-1205.3017142302851,-507.2121725092962,-698.089541720989,116003.9890625,122666.00038336369,109341.9777416363,,38.20603179384703
2025-08-28 00:00:00+00:00,111219.0546875,113450.078125,110900.921875,112544.8046875,58860155962,0.0,0.0,115796.79296875,116648.15859375,,37.78414154613968,-1216.8560723049886,-649.1409524684348,-567.7151198365539,115796.79296875,122624.8290146232,108968.7569228768,,38.636672523629
2025-08-29 00:00:00+00:00,112550.5234375,112619.0546875,107559.625,108410.8359375,77843379644,0.0,0.0,115392.316796875,116496.63125,,33.339695828327336,-1541.816611283124,-827.6760842313727,-714.1405270517514,115392.316796875,122962.89973021095,107821.73386353906,,41.447452894079575
2025-08-30 00:00:00+00:00,108409.40625,108929.3515625,107444.4453125,108808.0703125,51486264208,0.0,0.0,114867.382421875,116322.4528125,,34.08319027021888,-1747.1565522342862,-1011.5721778319554,-735.5843744023308,114867.382421875,122744.84567380314,106989.91916994685,,39.731081319946284
2025-08-31 00:00:00+00:00,108818.4609375,109491.0,108104.65625,108236.7109375,47986191770,0.0,0.0,114342.645703125,116138.4825,,33.429877076685415,-1933.7033330110135,-1195.998408867767,-737.7049241432464,114342.645703125,122528.46629905963,106156.82510719038,,39.73240228841116
2025-09-01 00:00:00+00:00,108228.75,109890.5859375,107271.1796875,109250.59375,66870372995,0.0,0.0,113796.530078125,115941.17203125,,37.32641736759639,-1976.9421724171552,-1352.1871615776447,-624.7550108395105,113796.530078125,121799.93184130208,105793.12831494791,,39.5276134549441
2025-09-02 00:00:00+00:00,109243.0703125,111748.015625,108454.03125,111200.5859375,74776999491,0.0,0.0,113189.35625,115768.1896875,,46.88248512161707,-1832.7345681351726,-1448.2966428891505,-384.43792524602213,113189.35625,119877.42793262572,106501.28456737427,,38.395787674967444
2025-09-03 00:00:00+00:00,111190.6953125,112600.2265625,110582.9609375,111723.2109375,61119643565,0.0,0.0,112857.537890625,115647.11015625,,44.94369880548453,-1657.1746551719552,-1490.0722453457115,-167.10240982624373,112857.537890625,119109.86811425045,106605.20766699954,,35.0921317023315
2025-09-04 00:00:00+00:00,111718.1484375,112208.328125,109347.2265625,110723.6015625,60131132901,0.0,0.0,112523.800390625,115486.81203125,,46.52221000361216,-1580.4834523640457,-1508.1544867493785,-72.32896561466714,112523.800390625,118460.17069563844,106587.43008561154,,35.11831556495076
2025-09-05 00:00:00+00:00,110723.015625,113357.4921875,110233.3984375,110650.984375,60241647677,0.0,0.0,112181.78203125,115314.03484375,,34.43653746432773,-1508.1793687981553,-1508.159463159134,-0.019905639021317256,112181.78203125,117685.53544738835,106678.02861511165,,35.09560549683953
2025-09-06 00:00:00+00:00,110650.5703125,111275.015625,110024.0859375,110224.6953125,21500719036,0.0,0.0,111820.363671875,115158.46421875,,36.39045496533984,-1468.3496061035257,-1500.1974917480125,31.847885644486723,111820.363671875,116790.06151181564,106850.66583193437,,35.079518963563224
2025-09-07 00:00:00+00:00,110221.328125,111591.078125,110211.625,111167.6171875,24618007520,0.0,0.0,111566.12890625,115023.01703125,,43.6175621953789,-1345.1917836948705,-1469.1963501373841,124.00456644251358,111566.12890625,116080.57846022719,107051.67935227281,,35.25458892350333
2025-09-08 00:00:00+00:00,111163.015625,112869.234375,110630.609375,112071.4296875,40212813407,0.0,0.0,111528.14140625,114918.42984375,,56.274439311958155,-1161.2717885462625,-1407.6114378191598,246.3396492728973,111528.14140625,116010.4416752129,107045.84113728709,,33.24994148081408
2025-09-09 00:00:00+00:00,112077.578125,113225.4375,110776.703125,111530.546875,45984480722,0.0,0.0,111390.931640625,114800.25,,49.05376505336732,-1047.0884065803111,-1335.5068315713902,288.41842499107906,111390.931640625,115683.20092436115,107098.66235688885,,32.77643554948089
2025-09-10 00:00:00+00:00,111531.25,114275.25,110940.078125,113955.359375,56377473784,0.0,0.0,111467.748046875,114679.44890625,,58.42427108535853,-752.2635243382683,-1218.8581701247658,466.5946457864975,111467.748046875,115890.49474552873,107045.00134822127,,33.41058166103571
2025-09-11 00:00:00+00:00,113961.4296875,115522.546875,113453.8359375,115507.5390625,45685065332,0.0,0.0,111399.420703125,114614.50046875,,59.004074306228276,-388.8819631875085,-1052.8629287373144,663.9809655498059,111399.420703125,115501.05886767873,107297.78253857126,,29.188264013895914
2025-09-12 00:00:00+00:00,115507.7890625,116769.3828125,114794.484375,116101.578125,54785725894,0.0,0.0,111435.783203125,114569.17203125,,79.78078001220982,-52.361875098591554,-852.7627180095699,800.4008429109783,111435.783203125,115695.63914424938,107175.92726200062,,28.733028427193958
2025-09-13 00:00:00+00:00,116093.5625,116334.6328125,115248.2734375,115950.5078125,34549454947,0.0,0.0,111560.387109375,114535.46453125,,78.1951075089745,199.83898807759397,-642.2423767921372,842.0813648697311,111560.387109375,116198.36277633112,106922.41144241889,,27.716467323749043
2025-09-14 00:00:00+00:00,115950.2890625,116181.5,115222.3984375,115407.65625,32798036057,0.0,0.0,111824.55234375,114484.6703125,,78.37149969924783,351.8504914141813,-443.4238031508735,795.2742945650548,111824.55234375,116713.20737764514,106935.89730985484,,24.27730038814609
2025-09-15 00:00:00+00:00,115399.6328125,116747.8828125,114461.0625,115444.875,52937859416,0.0,0.0,112006.66328125,114404.59796875,,76.55999807047846,469.9071479723061,-260.7576129262376,730.6647608985437,112006.66328125,117156.27690022187,106857.04966227814,,23.59108708789335
2025-09-16 00:00:00+00:00,115423.7578125,117005.2734375,114813.09375,116843.1875,45781744593,0.0,0.0,112287.71953125,114382.9721875,,75.39597871423217,668.5929085466632,-74.88750863165743,743.4804171783206,112287.71953125,117853.77242425401,106721.66663824598,,23.780543043771228
2025-09-17 00:00:00+00:00,116840.5078125,117328.609375,114794.9765625,116468.5078125,60528025996,0.0,0.0,112483.9046875,114353.899375,,71.6456908754239,786.7501201528212,97.4400171252383,689.3101030275828,112483.9046875,118356.277352447,106611.53202255302,,23.513369137799156
2025-09-18 00:00:00+00:00,116461.265625,117911.7890625,116188.796875,117137.203125,49457272032,0.0,0.0,112920.223046875,114340.0196875,,80.16637159556666,923.7008365661604,262.6921810134227,661.0086555527378,112920.223046875,118815.06354724368,107025.38254650633,,15.92233805211902
2025-09-19 00:00:00+00:00,117137.671875,117479.7578125,115141.8203125,115688.859375,38828473971,0.0,0.0,113264.2625,114338.6328125,,70.98046437295596,904.934507983271,391.1406464073924,513.7938615758786,113264.2625,118947.9736781354,107580.5513218646,,17.376123320079838
2025-09-20 00:00:00+00:00,115691.125,116191.1484375,115473.5234375,115721.9609375,22864449614,0.0,0.0,113638.525,114386.6703125,,73.66874454238072,882.5594805125293,489.4244132284198,393.1350672841095,113638.525,118898.28843496768,108378.76156503231,,17.021691456748297
2025-09-21 00:00:00+00:00,115730.2265625,115901.0859375,115252.578125,115306.09375,22495852193,0.0,0.0,113941.3,114442.25390625,,68.66555178996907,821.79693998117,555.8989185789699,265.89802140220013,113941.3,118820.9606866485,109061.63931335151,,17.047385223829952
2025-09-22 00:00:00+00:00,115309.21875,115431.3125,112037.6484375,112748.5078125,70684158591,0.0,0.0,114018.69609375,114412.870625,,52.6573674443819,560.801804208968,556.8794957049695,3.9223085039984653,114018.69609375,118762.5365655403,109274.8556219597,,18.725747647579905
2025-09-23 00:00:00+00:00,112757.4765625,113351.9140625,111535.5703125,112014.5,47211853279,0.0,0.0,114033.260546875,114351.72296875,,51.87103493186517,291.3742022027145,503.77843700451854,-212.40423480180402,114033.260546875,118749.13327220705,109317.38782154294,,18.88172762462202
2025-09-24 00:00:00+00:00,112007.6640625,113986.2734375,111229.640625,113328.6328125,48044595085,0.0,0.0,114163.512109375,114335.46671875,,47.34934018491608,181.79480445192894,439.38171049400063,-257.5869060420717,114163.512109375,118631.8984230185,109695.12579573151,,19.02817104865503
