date,close,rsi_14,macd,macd_signal,score,signal
2025-01-01,94591.79,36.63570042663115,-714.8105843362137,113.2751739022312,0.0,0
2025-01-02,96984.79,48.84474990446974,-548.0396260036214,-18.987786078939315,0.29853047038833086,0
2025-01-03,98174.18,50.857785436862464,-316.25303897947015,-78.44083665904549,0.29853047038833086,0
2025-01-04,98220.5,52.20794241957445,-127.35479514027249,-88.22362835529088,0.1568441454109561,0
2025-01-05,98363.61,58.333359560805235,33.50992348177533,-63.87691798787765,-0.19683376260223012,0
2025-01-06,102235.6,66.24779010541656,468.0383506246144,42.50613573462077,-0.06258216410252954,0
2025-01-07,96954.61,46.45883452375771,381.8715245898056,110.37921350565776,-0.3762960230437609,0
2025-01-08,95060.61,41.35128511606012,158.92177171820367,120.08772514816694,-0.3762960230437609,0
2025-01-09,92552.49,43.2876950781556,-217.6429836281168,52.5415833929102,-0.3762960230437609,0
2025-01-10,94726.11,50.860729084371926,-336.7979003965738,-25.326313364986607,-0.008931141282629104,0
2025-01-11,94599.99,48.53764568496744,-436.37559415651776,-107.53616952329284,-0.1694723411277949,0
2025-01-12,94545.06,51.79882001901238,-513.8012448897352,-188.78918459658132,-0.008931141282629104,0
2025-01-13,94536.1,54.05776283149274,-569.3218402517814,-264.89571572762134,-0.1431827397823297,0
2025-01-14,96560.86,56.565586355257786,-444.8135677832761,-300.8792861387523,0.06221429257894212,0
2025-01-15,100497.35,61.51100507566723,-28.173256672234857,-246.33808024544885,0.015997996236715883,0
2025-01-16,99987.3,56.31606072653916,257.8876509694237,-145.49293400247436,0.2213950285979877,0
2025-01-17,104077.48,61.067453478937104,805.3527193385962,44.67619666573977,-0.28017658490202146,0
2025-01-18,104556.23,61.68864592261772,1263.291417128261,288.39924075824405,-0.28017658490202146,0
2025-01-19,101331.57,54.91650769523339,1350.440979018982,500.8075884103917,-0.28017658490202146,0
2025-01-20,102260.01,50.04480531804798,1477.3944992579345,696.1249705799003,-0.653549543586133,0
2025-01-21,106143.82,67.77899066242207,1869.8427045818096,930.8685173802822,-0.49300834374096725,0
2025-01-22,103706.66,66.38375202048054,1961.590299014104,1137.0128737070463,-0.49300834374096725,-1
2025-01-23,103910.34,73.581998877982,2027.3659892500727,1315.083496815652,-0.49300834374096725,-1
2025-01-24,104870.5,72.18017198592804,2132.3897238879435,1478.5447422301104,-0.49300834374096725,-1
2025-01-25,104746.85,72.18796904356225,2180.5087214089144,1618.9375380658712,-0.49300834374096725,-1
2025-01-26,102620.0,66.19029096625178,2023.6964405901963,1699.8893185707364,-0.49300834374096725,-1
2025-01-27,102082.83,64.81737671018514,1834.9245802269288,1726.896370901975,-0.6272599422406678,-1
2025-01-28,101335.52,59.869747266867215,1606.501104669078,1702.8173176553955,-0.7804326013367334,-1
2025-01-29,103733.24,57.143374339226455,1600.5002494067303,1682.3539040056626,-0.6272599422406678,-1
2025-01-30,104722.94,60.23734459065668,1656.5098328973982,1677.1850897840095,-0.6272599422406678,-1
2025-01-31,102429.56,46.13752575889115,1498.5666879639175,1641.4614094199912,-0.9767150428999763,-1
2025-02-01,100635.65,41.34438086154823,1214.6404440648766,1556.0972163489685,-1.1298877019960418,-1
2025-02-02,97700.59,41.8799087574917,744.213210878268,1393.7204152548284,-1.1298877019960418,-1
2025-02-03,101328.52,48.14129427967448,656.5713249243418,1246.290597188731,-0.9956361034963414,-1
2025-02-04,97763.13,33.061832963001436,296.0051598615828,1056.2335097233015,-0.9956361034963414,-1
2025-02-05,96612.43,34.87539339971114,-81.65670917461102,828.655465943719,-0.7888124215803755,-1
2025-02-06,96554.35,34.21936147107675,-381.2482395115221,586.6747248526708,-0.923064020080076,-1
2025-02-07,96506.8,31.326358375308132,-615.4194015759131,346.25589956695404,-0.923064020080076,-1
2025-02-08,96444.74,31.41275101521036,-796.8241649987176,117.63988665381972,-0.7176669877188043,-1
2025-02-09,96462.75,34.77734589202814,-928.4330917260086,-91.57470902214595,-0.5287530869046617,-1
2025-02-10,97430.82,38.73870907926316,-943.740107347374,-262.0077886871916,-0.7176669877188043,-1
2025-02-11,95778.2,37.11207420346212,-1076.81084485873,-424.96839992149927,-0.5287530869046617,-1
2025-02-12,97869.99,36.20687627180449,-1001.9307577823492,-540.3608714936693,-0.7176669877188043,-1
2025-02-13,96608.14,31.15151627768695,-1032.5064074201364,-638.7899786789627,-0.7176669877188043,-1
2025-02-14,97500.48,37.754057567169,-973.5114160261584,-705.7342661484018,-0.5148736252279393,0
2025-02-15,97569.66,41.66879068814495,-910.67748925279,-746.7229107692796,-0.09832690726622367,1
2025-02-16,96118.12,45.32287134149983,-966.8629028719153,-790.7509091898067,-0.09832690726622367,1
2025-02-17,95780.0,29.6418953130848,-1026.8369687801023,-837.968121107866,-0.09832690726622367,1
2025-02-18,95671.74,39.71801847953381,-1070.7594766138063,-884.526392209054,-0.09832690726622367,1
2025-02-19,96644.37,50.159826262747586,-1015.380592704445,-910.6972323081322,0.06221429257894212,1
2025-02-20,98305.0,57.549387001763705,-827.9493806078826,-894.1476619680824,0.06221429257894212,1
2025-02-21,96181.98,48.81193435024709,-841.0239650837029,-883.5229225912066,-0.09832690726622367,1
2025-02-22,96551.01,50.38015781539645,-812.2449761108146,-869.2673332951282,0.06221429257894212,1
2025-02-23,96258.0,49.2816843003377,-803.8149992675462,-856.1768664896118,-0.09832690726622367,1
2025-02-24,91552.88,33.66253194983196,-1163.3872396408551,-917.6189411198606,-0.09832690726622367,1
2025-02-25,88680.4,31.524806080483117,-1660.9891118462692,-1066.2929752651423,0.11450485157272239,1
2025-02-26,84250.09,18.39566687952951,-2385.334520419201,-1330.1012842959542,0.30341875238686505,1
2025-02-27,84708.58,21.318289099197088,-2889.083606675267,-1641.8977487718169,0.30341875238686505,1
2025-02-28,84349.94,17.466005226996344,-3279.444245688719,-1969.4070481551971,0.5336413689031957,1
2025-03-01,86064.53,23.679542383808084,-3411.133358925028,-2257.7523103091635,0.5336413689031957,1
2025-03-02,94270.0,46.77012771847409,-2820.8678680540324,-2370.3754218581375,0.6678929674028963,1
2025-03-03,86220.61,36.840434491605,-2968.3790889607626,-2489.976155278662,0.6678929674028963,1
2025-03-04,87281.98,38.74588253852934,-2965.455184098959,-2585.0719610427223,0.6678929674028963,1
2025-03-05,90606.01,42.38072982149409,-2664.20522804941,-2600.89861444406,0.6678929674028963,1
2025-03-06,89931.89,39.16496955025056,-2451.5978239872347,-2571.038456352695,0.6678929674028963,1
2025-03-07,86801.75,38.17007384568354,-2506.784412554058,-2558.1876475929676,0.6678929674028963,1
2025-03-08,86222.45,37.04280309892047,-2567.6663903479493,-2560.083396143964,0.6678929674028963,1
2025-03-09,80734.37,32.771251054070746,-3023.900345709568,-2652.846786057085,0.6678929674028963,0
2025-03-10,78595.86,34.75103636772765,-3517.4815888480516,-2825.7737466152785,0.6678929674028963,0
2025-03-11,82932.99,43.461358097474005,-3518.12339941127,-2964.243677174477,0.6678929674028963,0
2025-03-12,83680.12,49.29225093185656,-3418.93355413276,-3055.181652566134,0.8284341672480621,1
2025-03-13,81115.78,45.76043182989617,-3506.8212416879687,-3145.509570390501,0.6678929674028963,0
2025-03-14,83983.2,49.59143085428985,-3306.975284739048,-3177.8027132602106,0.8284341672480621,1
2025-03-15,84338.44,48.01697637062181,-3084.3762553945708,-3159.1174216870827,0.8284341672480621,1
2025-03-16,82574.53,34.22945616935871,-3015.536488752681,-3130.4012351002025,0.6678929674028963,0
2025-03-17,84010.03,46.37208029089266,-2812.72428994489,-3066.8658460691404,0.8284341672480621,0
2025-03-18,82715.03,42.56193434169874,-2725.0768488283065,-2998.508046620974,0.6678929674028963,0
2025-03-19,86845.94,44.03290979419319,-2295.8209123543056,-2857.9706197676405,0.6678929674028963,1
2025-03-20,84223.39,41.46843117773163,-2142.552347739591,-2714.886965362031,0.6678929674028963,0
2025-03-21,84088.79,45.54662861847915,-2008.7909099617973,-2573.6677542819843,0.6678929674028963,0
2025-03-22,83840.59,46.04716726875399,-1900.8992887973,-2439.1140611850474,0.6395202664339193,0
2025-03-23,86082.5,59.94728883449551,-1615.8643230553423,-2274.4641135591064,0.6395202664339193,1
2025-03-24,87498.16,67.01542460673943,-1261.2017792625702,-2071.811646699799,0.6395202664339193,1
2025-03-25,87392.87,60.1695301733062,-977.3587973250688,-1852.9210768248531,0.6395202664339193,1
2025-03-26,86909.17,57.45249196486558,-782.4224576609413,-1638.821352992071,0.6395202664339193,1
2025-03-27,87232.01,65.74503172314084,-595.0244427370635,-1430.0619709410696,0.6395202664339193,1
2025-03-28,84424.38,51.13923815288383,-665.3922151729203,-1277.1280197874398,0.6395202664339193,0
2025-03-29,82648.54,45.9345231851744,-854.6032936890697,-1192.6230745677658,0.3447274680890529,0
2025-03-30,82389.99,49.5213759805127,-1013.731594022931,-1156.8447784587988,0.5052686679342188,0
2025-03-31,82550.01,45.94499713931798,-1114.0871387970546,-1148.29325052645,0.3447274680890529,0
2025-04-01,85158.34,56.3245656586783,-971.9452193033212,-1113.0236442818243,0.5052686679342188,0
2025-04-02,82516.29,37.856597541842,-1060.2659921295565,-1102.4721138513708,0.3447274680890529,0
2025-04-03,83213.09,46.823239685512355,-1061.7951903024805,-1094.3367291415927,0.3447274680890529,0
2025-04-04,83889.87,49.39514461553431,-996.9049018020304,-1074.8503636736802,0.5052686679342188,0
2025-04-05,83537.99,49.08565033044708,-962.7743919876956,-1052.435169336483,0.5052686679342188,0
2025-04-06,78430.0,30.29063490297402,-1332.5371618825884,-1108.4555678457043,0.3447274680890529,0
2025-04-07,79163.24,27.750929745116892,-1548.5596492716722,-1196.476384130898,0.3447274680890529,0
2025-04-08,76322.42,24.21455413954878,-1926.778753074832,-1342.5368579196847,0.5336413689031957,0
2025-04-09,82615.22,42.12857879780332,-1699.156925535135,-1413.8608714427749,0.6678929674028963,0
2025-04-10,79607.3,37.275459644567135,-1741.405158368303,-1479.3697288278806,0.6678929674028963,0
2025-04-11,83423.84,48.384639626781905,-1450.2072193245697,-1473.5372269272184,0.8284341672480621,0
2025-04-12,85276.9,54.232902735807066,-1057.7116577453126,-1390.3721130908373,0.9816068263441277,0
2025-04-13,83760.0,52.12042174106713,-859.1534638271405,-1284.128383238098,0.9816068263441277,0
2025-04-14,84591.58,53.09547440934794,-627.460138519993,-1152.794734294477,0.7926929255299849,0
2025-04-15,83643.99,47.582142646159554,-514.3747111309785,-1025.1107296617772,0.7926929255299849,0
2025-04-16,84030.38,52.60508411994515,-389.0900633346755,-897.9065963963569,0.7926929255299849,0
2025-04-17,84947.91,52.962362649935024,-213.3052245958679,-760.9863220362591,0.7926929255299849,0
2025-04-18,84474.69,51.005624287678515,-110.90097516123204,-630.9692526612538,0.7926929255299849,0
2025-04-19,85077.01,52.623815547652555,18.642422260905732,-501.0469176768219,0.7926929255299849,0
2025-04-20,85179.24,63.87468372437623,128.07918750889075,-375.2216966396794,0.7926929255299849,0
2025-04-21,87516.23,66.10936018011338,398.7872037287307,-220.4199165659974,0.7926929255299849,0
2025-04-22,93442.99,79.50618764828005,1079.1257668214384,39.48922011148977,1.1298877019960418,0
2025-04-23,93691.08,74.11242680841136,1619.647481303502,355.5208723498923,1.1298877019960418,1
2025-04-24,93980.47,85.49177992146616,2047.7608760537987,693.9688730906736,1.1298877019960418,-1
